,Seed 1,,,Seed 2,,,Seed 3,,,Seed 4,,,Seed 5,,,Average,,,
637,4,3,0,1,1,0,2,2,0,1,0,0,1,1,0,1.8,1.4,0,
638,3,3,0,1,1,0,2,2,0,1,1,0,1,1,0,1.6,1.6,0,
639,3,3,0,2,2,0,2,2,0,1,1,0,1,1,0,1.8,1.8,0,
640,3,3,0,2,2,0,2,2,0,1,1,0,5,0,0,2.6,1.6,0,
641,3,3,0,2,2,0,2,2,0,1,1,0,4,2,0,2.4,2,0,
642,3,3,0,2,1,0,2,2,0,1,1,0,3,2,0,2.2,1.8,0,
643,3,3,0,2,1,0,2,2,0,3,3,0,3,2,0,2.6,2.2,0,
644,3,3,0,2,1,0,4,2,0,3,3,0,3,2,0,3,2.2,0,
645,4,2,0,2,1,0,3,3,0,3,3,0,2,2,0,2.8,2.2,0,
646,3,2,0,3,2,0,3,2,3,3,3,0,2,2,0,2.8,2.2,0.6,
647,2,2,0,3,2,0,4,2,0,3,3,0,2,2,0,2.8,2.2,0,
648,2,1,0,2,2,0,5,2,0,3,3,0,2,2,0,2.8,2,0,
649,2,1,0,2,2,0,3,2,0,3,3,0,2,2,0,2.4,2,0,
650,3,1,0,2,2,0,3,2,0,3,3,0,2,2,0,2.6,2,0,
651,2,1,0,2,2,0,2,2,0,3,3,0,3,2,0,2.4,2,0,
652,2,1,0,2,2,0,2,2,0,3,2,0,3,2,0,2.4,1.8,0,
653,3,1,0,2,2,0,2,2,0,3,2,0,3,2,0,2.6,1.8,0,
654,3,1,0,2,2,0,2,2,0,3,2,0,3,2,0,2.6,1.8,0,
655,2,0,0,3,2,0,2,2,0,3,2,0,3,0,0,2.6,1.2,0,
656,2,0,0,3,2,0,2,2,0,3,2,0,3,0,0,2.6,1.2,0,
657,2,0,0,3,2,0,2,2,0,2,2,0,2,0,0,2.2,1.2,0,
658,2,0,0,3,2,0,3,2,0,2,2,0,2,0,0,2.4,1.2,0,
659,0,0,0,2,2,0,3,1,0,2,2,0,2,0,0,1.8,1,0,
660,0,0,0,2,1,0,2,1,0,2,2,0,1,0,0,1.4,0.8,0,
661,0,0,0,2,1,0,3,1,0,2,1,0,0,0,0,1.4,0.6,0,
662,0,0,0,2,1,0,4,1,0,2,1,0,0,0,0,1.6,0.6,0,
663,0,0,0,2,1,0,3,1,0,2,0,0,0,0,0,1.4,0.4,0,
664,1,1,0,2,1,0,2,1,0,2,0,0,1,1,0,1.6,0.8,0,
665,1,1,0,2,1,0,2,1,0,2,0,0,1,1,0,1.6,0.8,0,
666,2,1,0,2,1,0,2,1,0,1,0,0,1,1,0,1.6,0.8,0,
667,2,2,0,2,1,0,1,1,0,0,0,0,1,1,0,1.2,1,0,
668,2,2,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,
669,2,2,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,
670,2,2,0,1,1,0,2,2,0,0,0,0,3,2,0,1.6,1.4,0,
671,2,2,0,1,0,0,2,2,0,0,0,0,3,2,0,1.6,1.2,0,
672,2,2,0,1,0,0,3,3,12,1,0,0,3,2,0,2,1.4,2.4,
673,2,2,0,1,0,0,3,2,0,1,0,0,2,2,0,1.8,1.2,0,
674,2,2,0,1,0,0,3,2,0,0,0,0,2,2,0,1.6,1.2,0,
675,2,2,0,1,0,0,4,3,0,0,0,0,2,2,0,1.8,1.4,0,
676,2,2,0,0,0,0,4,3,0,0,0,0,2,2,0,1.6,1.4,0,
677,3,2,0,1,0,0,4,3,0,0,0,0,2,2,0,2,1.4,0,
678,2,2,0,2,1,0,4,3,0,0,0,0,2,2,0,2,1.6,0,
679,2,2,0,2,1,0,3,3,0,0,0,0,2,2,0,1.8,1.6,0,
680,2,2,0,1,1,0,3,3,0,1,0,0,2,2,0,1.8,1.6,0,
681,2,1,0,1,1,0,3,3,0,0,0,0,3,2,0,1.8,1.4,0,
682,2,0,0,1,1,0,3,3,0,0,0,0,2,2,0,1.6,1.2,0,
683,2,0,0,1,1,0,4,3,0,0,0,0,2,2,0,1.8,1.2,0,
684,2,0,0,1,1,0,3,2,0,1,1,0,2,0,0,1.8,0.8,0,
685,1,0,0,1,1,0,3,2,0,1,1,0,2,0,0,1.6,0.8,0,
686,0,0,0,1,1,0,3,2,0,1,1,0,2,0,0,1.4,0.8,0,
687,0,0,0,2,1,0,2,2,0,1,1,0,2,0,0,1.4,0.8,0,
688,0,0,0,2,1,0,2,1,0,1,1,0,2,0,0,1.4,0.6,0,
689,0,0,0,2,1,0,2,1,0,1,1,0,0,0,0,1,0.6,0,
690,0,0,0,1,1,0,1,1,0,2,2,0,0,0,0,0.8,0.8,0,
691,0,0,0,1,1,0,1,1,0,3,2,0,0,0,0,1,0.8,0,
692,1,0,0,1,1,0,2,2,0,3,3,0,0,0,0,1.4,1.2,0,
693,1,0,0,1,1,0,2,1,0,3,3,0,0,0,0,1.4,1,0,
694,1,0,0,1,1,0,2,1,0,3,3,0,0,0,0,1.4,1,0,
695,0,0,0,2,2,0,2,1,0,3,3,0,0,0,0,1.4,1.2,0,
696,0,0,0,2,2,0,2,1,0,3,3,0,0,0,0,1.4,1.2,0,
697,0,0,0,2,2,0,2,1,0,3,3,0,0,0,0,1.4,1.2,0,
698,0,0,0,2,1,0,1,1,0,3,3,0,0,0,0,1.2,1,0,
699,0,0,0,3,1,0,2,1,0,3,3,0,1,1,0,1.8,1.2,0,
700,0,0,0,2,1,0,2,1,0,3,3,0,1,1,0,1.6,1.2,0,
701,1,0,0,2,1,0,2,1,0,3,3,0,1,1,0,1.8,1.2,0,
702,1,0,0,2,1,0,2,1,0,3,3,0,1,1,0,1.8,1.2,0,
703,1,0,0,2,1,0,2,1,0,3,3,0,2,2,0,2,1.4,0,
704,0,0,0,1,1,0,2,2,0,3,2,0,2,2,0,1.6,1.4,0,
705,0,0,0,1,1,0,2,2,0,3,2,0,2,2,0,1.6,1.4,0,
706,0,0,0,1,1,0,2,2,0,2,1,0,2,2,0,1.4,1.2,0,
707,0,0,0,1,1,0,2,2,0,2,1,0,2,2,0,1.4,1.2,0,
708,1,1,0,1,1,0,3,2,0,2,1,0,2,2,0,1.8,1.4,0,
709,1,1,0,1,1,0,3,2,0,2,1,0,2,2,0,1.8,1.4,0,
710,1,1,0,1,1,0,3,2,0,2,0,0,2,2,0,1.8,1.2,0,
711,1,1,0,1,1,0,3,2,0,2,0,0,2,2,0,1.8,1.2,0,
712,1,1,0,1,1,0,2,2,0,1,0,0,2,2,0,1.4,1.2,0,
713,2,2,0,1,1,0,2,2,0,0,0,0,2,2,0,1.4,1.4,0,
714,2,2,0,2,2,0,2,2,0,0,0,0,2,2,0,1.6,1.6,0,
715,2,2,0,2,1,0,2,2,0,0,0,0,2,1,0,1.6,1.2,0,
716,2,2,0,2,1,0,2,2,0,0,0,0,2,1,0,1.6,1.2,0,
717,2,2,0,2,1,0,2,2,0,0,0,0,1,0,0,1.4,1,0,
718,2,2,0,1,1,0,2,1,0,0,0,0,1,0,0,1.2,0.8,0,
719,2,2,0,1,1,0,3,2,0,2,0,0,1,0,0,1.8,1,0,
720,2,2,0,1,1,0,3,2,0,2,0,0,0,0,0,1.6,1,0,
721,2,2,0,1,1,0,4,2,0,1,0,0,0,0,0,1.6,1,0,
722,2,2,0,1,1,0,3,1,0,1,0,0,0,0,0,1.4,0.8,0,
723,2,2,0,1,1,0,3,1,0,2,0,0,0,0,0,1.6,0.8,0,
724,2,2,0,1,1,0,3,1,0,1,0,0,0,0,0,1.4,0.8,0,
725,2,2,0,2,1,0,2,1,0,1,0,0,0,0,0,1.4,0.8,0,
726,2,2,0,2,1,0,2,1,0,1,0,0,0,0,0,1.4,0.8,0,
727,2,2,0,2,1,0,2,1,0,1,0,0,1,0,0,1.6,0.8,0,
728,2,1,0,2,1,0,2,1,0,0,0,0,1,0,0,1.4,0.6,0,
729,1,1,0,2,1,0,1,1,0,0,0,0,1,0,0,1,0.6,0,
730,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0.8,0.6,0,
731,1,1,0,1,0,0,2,1,0,0,0,0,1,1,0,1,0.6,0,
732,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0.8,0.6,0,
733,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0.8,0.4,0,
734,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0.6,0,
735,0,0,0,0,0,0,2,1,0,1,1,0,2,1,0,1,0.6,0,
736,0,0,0,0,0,0,3,1,0,1,1,0,1,1,0,1,0.6,0,
737,0,0,0,0,0,0,2,1,0,2,2,0,1,1,0,1,0.8,0,
738,0,0,0,0,0,0,1,1,0,2,2,0,1,1,0,0.8,0.8,0,
739,0,0,0,0,0,0,1,1,0,2,2,0,1,1,0,0.8,0.8,0,
740,0,0,0,0,0,0,1,1,0,2,2,0,1,1,0,0.8,0.8,0,
741,0,0,0,1,0,0,1,1,0,2,2,0,1,1,0,1,0.8,0,
742,0,0,0,0,0,0,2,2,0,2,2,0,1,1,0,1,1,0,
743,0,0,0,0,0,0,2,2,0,2,2,0,2,2,0,1.2,1.2,0,
744,1,0,0,1,1,0,2,2,0,2,2,0,2,1,0,1.6,1.2,0,
745,1,0,0,1,1,0,2,2,0,2,2,0,2,1,0,1.6,1.2,0,
746,1,0,0,1,1,0,2,2,0,2,2,0,2,1,0,1.6,1.2,0,
747,1,0,0,1,1,0,2,2,0,2,2,0,1,1,0,1.4,1.2,0,
748,0,0,0,1,1,0,2,2,0,2,2,0,1,1,0,1.2,1.2,0,
749,0,0,0,1,1,0,2,2,0,2,2,0,1,1,0,1.2,1.2,0,
750,0,0,0,1,1,0,2,2,0,2,2,0,1,1,0,1.2,1.2,0,
751,0,0,0,1,1,0,2,2,0,2,2,0,1,1,0,1.2,1.2,0,
752,0,0,0,1,1,0,2,2,0,2,2,0,1,1,0,1.2,1.2,0,
753,2,0,0,1,1,0,2,1,0,2,2,0,1,1,0,1.6,1,0,
754,1,0,0,1,1,0,2,1,0,2,1,0,1,1,0,1.4,0.8,0,
755,1,1,0,1,1,0,2,1,0,2,1,0,1,1,0,1.4,1,0,
756,1,1,0,1,1,0,2,1,0,2,1,0,1,1,0,1.4,1,0,
757,1,1,0,1,1,0,3,1,0,2,0,0,1,1,1,1.6,0.8,0.2,
758,1,1,0,1,0,0,2,0,0,1,0,0,1,0,0,1.2,0.2,0,
759,1,1,0,1,0,0,2,1,0,1,0,0,2,0,0,1.4,0.4,0,
760,1,1,0,1,0,0,2,1,0,0,0,0,2,0,0,1.2,0.4,0,
761,1,1,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0.4,0,
762,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0.8,0.4,0,
763,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0.8,0.4,0,
764,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.4,0.4,0,
765,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.4,0.4,0,
766,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0.8,0.6,0,
767,2,2,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0.8,0,
768,2,2,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0.8,0,
769,2,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0.6,0,
770,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0.8,0.6,0,
771,2,1,0,0,0,0,2,2,0,0,0,0,2,1,0,1.2,0.8,0,
772,2,1,0,0,0,0,2,2,0,0,0,0,1,1,0,1,0.8,0,
773,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0.8,0.6,0,
774,1,1,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0.6,0,
775,1,1,0,0,0,0,2,1,0,1,1,0,1,1,0,1,0.8,0,
776,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0.8,0,
777,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0.8,0,
778,1,1,0,1,0,0,2,1,0,1,1,0,1,1,0,1.2,0.8,0,
779,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0.8,0.8,0,
780,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0.8,0.8,0,
781,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0.8,0.6,0,
782,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0.8,0,
783,1,1,0,1,1,0,1,0,0,2,1,0,1,1,0,1.2,0.8,0,
784,1,1,0,1,1,0,1,0,0,2,2,0,1,1,0,1.2,1,0,
785,1,1,0,1,1,0,0,0,0,2,2,0,1,1,0,1,1,0,
786,1,0,0,1,1,0,1,0,0,2,2,0,1,1,0,1.2,0.8,0,
787,1,0,0,1,1,0,1,0,0,2,2,0,1,0,0,1.2,0.6,0,
788,2,0,0,1,1,0,1,1,0,2,2,0,1,0,0,1.4,0.8,0,
789,1,1,0,1,1,0,1,1,0,2,1,0,1,0,0,1.2,0.8,0,
790,1,1,0,1,1,0,1,1,0,2,1,0,0,0,0,1,0.8,0,
791,1,1,0,1,1,0,2,1,0,2,1,0,0,0,0,1.2,0.8,0,
792,1,1,0,1,1,0,2,2,0,1,1,0,0,0,0,1,1,0,
793,1,1,0,1,1,0,2,2,0,1,1,0,0,0,0,1,1,0,
794,1,1,0,1,1,0,2,2,0,1,1,0,0,0,0,1,1,0,
795,1,1,0,1,1,0,2,2,0,1,1,0,0,0,0,1,1,0,
796,2,1,0,1,1,0,2,2,0,1,1,0,0,0,0,1.2,1,0,
797,2,1,0,1,1,0,2,2,0,2,1,0,0,0,0,1.4,1,0,
798,2,2,0,1,1,0,2,2,0,2,0,0,0,0,0,1.4,1,0,
799,2,2,0,1,1,0,2,2,0,2,0,0,0,0,0,1.4,1,0,
800,2,2,0,1,0,0,2,2,0,1,0,0,0,0,0,1.2,0.8,0,
801,2,2,0,1,0,0,2,2,0,0,0,0,1,0,0,1.2,0.8,0,
802,2,2,0,1,0,0,2,1,0,0,0,0,1,0,0,1.2,0.6,0,
803,2,1,0,1,0,0,2,1,0,0,0,0,1,1,0,1.2,0.6,0,
804,2,1,0,1,0,0,2,1,0,0,0,0,1,1,0,1.2,0.6,0,
805,2,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0.6,0,
806,2,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0.4,0,
807,2,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0.4,0,
808,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.8,0.4,0,
809,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.6,0.4,0,
810,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.6,0.4,0,
811,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
812,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
813,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
814,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
815,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
816,1,1,5,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,1,
817,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.2,0,
818,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.8,0.2,0,
819,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.8,0.2,0,
820,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0.6,0.4,0,
821,0,0,0,1,1,0,1,1,0,2,2,0,1,0,0,1,0.8,0,
822,0,0,0,1,1,0,1,1,0,2,2,0,1,0,0,1,0.8,0,
823,1,1,0,1,1,0,1,1,0,2,2,0,0,0,0,1,1,0,
824,1,1,0,1,1,0,2,1,0,2,2,0,0,0,0,1.2,1,0,
825,1,1,0,1,1,0,2,1,0,2,2,0,0,0,0,1.2,1,0,
826,1,1,0,1,1,0,2,1,0,2,2,0,1,1,0,1.4,1.2,0,
827,1,1,0,1,1,0,2,1,0,2,2,0,1,1,0,1.4,1.2,0,
828,1,1,0,1,1,0,2,1,0,2,2,0,1,1,0,1.4,1.2,0,
829,1,1,0,1,1,0,1,1,0,2,1,0,1,1,0,1.2,1,0,
830,1,1,0,1,1,0,1,1,0,2,1,0,1,1,0,1.2,1,0,
831,1,1,0,1,1,0,1,1,0,2,1,0,1,1,0,1.2,1,0,
832,2,1,0,1,1,0,1,1,0,2,1,0,1,1,0,1.4,1,0,
833,2,1,0,1,1,0,1,1,0,2,1,0,1,1,0,1.4,1,0,
834,2,1,0,1,1,0,1,1,0,2,0,0,1,1,0,1.4,0.8,0,
835,2,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1.2,0.6,0,
836,2,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1.2,0.6,0,
837,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0.8,0.6,0,
838,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0.6,0.6,0,
839,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0.8,0.4,0,
840,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0.6,0.4,0,
841,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6,0.2,0,
842,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0,
843,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0,
844,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0,
845,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
849,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.4,0,0,
850,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0.8,0.2,0,
851,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0.6,0.4,0,
852,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0.6,0.4,0,
853,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.4,0.4,0,
854,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0.6,0.6,0,
855,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0.6,0.6,0,
856,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0.6,0.6,0,
857,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0.6,0.6,0,
858,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0.6,0.6,0,
859,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0.6,0.6,0,
860,1,1,0,1,0,0,0,0,0,2,2,0,1,1,0,1,0.8,0,
861,1,1,0,1,1,0,1,1,0,2,2,0,1,1,0,1.2,1.2,0,
862,1,1,0,1,1,0,1,1,0,2,2,0,1,1,0,1.2,1.2,0,
863,1,1,0,1,1,0,1,1,0,2,2,0,1,1,0,1.2,1.2,0,
864,1,1,0,1,1,0,1,1,0,2,2,0,1,1,0,1.2,1.2,0,
865,1,1,0,1,1,0,1,1,0,2,1,0,1,1,0,1.2,1,0,
866,1,1,0,1,1,0,1,1,0,2,0,0,1,1,0,1.2,0.8,0,
867,1,1,0,1,1,0,1,1,0,2,0,0,1,1,0,1.2,0.8,0,
868,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0.8,0,
869,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0.8,0,
870,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0.8,0.6,0,
871,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0.8,0.6,0,
872,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0.8,0.6,0,
873,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0.8,0.6,0,
874,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.6,0.4,0,
875,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0.6,0.2,0,
876,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0.6,0.2,0,
877,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0.8,0.2,0,
878,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.4,0.2,0,
879,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0.4,0.4,0,
880,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0.6,0.4,0,
881,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0.8,0.2,0,
882,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0.8,0.4,0,
883,1,1,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0.4,0,
884,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.6,0.4,0,
885,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.6,0.6,0,
886,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.6,0.6,0,
887,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.6,0.6,0,
888,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0.8,0.6,0,
889,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0.8,0.8,0,
890,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0.8,0.8,0,
891,1,1,0,1,1,0,0,0,0,2,1,0,1,1,0,1,0.8,0,
892,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0.8,0.8,0,
893,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0.8,0.6,0,
894,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0.8,0.6,0,
895,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0.6,0,
896,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0.8,0.4,0,
897,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0.8,0.4,0,
898,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0.8,0.4,0,
899,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.8,0.2,0,
900,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.4,0.2,0,
901,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.4,0.2,0,
902,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.4,0.2,0,
903,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
904,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
905,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
906,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0,0,
907,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6,0,0,
908,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6,0,0,
909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0,
912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
916,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
917,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
918,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.4,0.2,0,
919,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
920,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
921,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.6,0.4,0,
922,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
923,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
924,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
925,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
926,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
927,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
928,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
929,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
930,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
931,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
932,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
933,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
934,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
935,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
936,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.6,0.4,0,
937,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.6,0.4,0,
938,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.6,0.4,0,
939,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.6,0.4,0,
940,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0.4,0,
941,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0.2,0,
942,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0.2,0,
943,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0.2,0,
944,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
945,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
946,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
947,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
948,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
949,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
950,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
956,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0,0,
957,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0,0,
958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
961,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
962,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
963,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
964,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
966,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
